Wk of 9/12/22     Cut off: 9/12/22  @3pm,,,,,,,,
3,D-03053,3plts (375cs),,Urgent Lot#3061843,JD,,,
4,D-03055N,70cs,,Urgent Lot#1019148 & Lot#1099867,JD,,,
5,M-70081,60 bx,,fr week 10/23,Xiuzhen,,,
6,D-03062,20cs,,Urgent Lot#0098587,JD,,,
7,A-61260N,24cs (1plt),,Urgent,SYS,,,
8,D-03060,2plts (250cs),,,JD,,,
9,D-03065,1plt (125cs),,,JD,,,
,,Total: 21 plts,,"Closed 10/31, pending Andy picking, picked up 11/3, ETA 11/6, delivererd 11/6, #6165 submitted 11/6",,,,
,,,,,,,,
"Week 11/6/23, Cut Off: 11/6/23 @ 3pm",,,,,,,,
Transfer #6174,,SF-LA,,NOTE (Urgent?),Requested by,,,
1,D-60011,20 CASES,,,GC,,,
2,D-60023,12 CASES,,,GC,,,
3,F-04117,2 pallets (128cs 240cs/plt),,,HL,,,
4,D-03071,50 cases,,,HL,,,
5,D-03072,50 cases,,,HL,,,
6,F-11077,"1 PALLET (48 cases/pallet)
",,,GC,,,
7,C-70330,"2 PALLETS (45 cases/Pallet)
",,,GC,,,
8,D-04032,"2 PALLETS (48 cases/Pallet)
",,,GC,,,
9,D-04043,10 PALLETS (25 cases/Pallet),,,GC,,,
10,#6175,"AC-M6B, 500 lbs",,,Xiuzhen,,,
,,Total: 18 plts,,"Closed 11/6, pending Andy & Linda picking, picked up 11/8, ETA 11/9, delivered 11/9, #6174 & 6175 submitted 11/9",,,,
,,,,,,,,
"Week 11/13/23, Cut Off: 11/13/23 @ 3pm",,,,,,,,
Transfer #6181,,SF-LA,,NOTE (Urgent?),Requested by,,,
1,M-41061,2plts (266cs),,Dating: 7/22/2025,SYS,,,
2,M-41062,4plts (532cs),,(can go seperate),SYS,,,
3,M-41066,1plts (133cs),,,SYS,,,
4,P-RTBAG,"5,000 (25cs)",,,EY,,,
5,P-POPRB,"6,000 (15cs)",,,EY,,,
6,F-04112,2 pallets (240 cs/plt),,Lot 06142024 (urgent),HL,,,
7,F-04005,1 pallet (70cs/plt),,Urgent,HL,,,
8,F-04006,1 pallet (70cs/plt),,Urgent,HL,,,
9,F-04115,3plts (240 cs/plt),,new lot,SYS,,,
10,T-44020N,50 cases ,,,HL,,,
11,Weee return package,1 cs,,,JY,,,
,,Total: 16 plts,,"Closed 11/13, pending Andy picking, picked up 11/15, ETA 11/16, delivered 11/16, #6181 submitted 11/16",,,,
,,,,,,,,
"Week 11/20/23, Cut Off: 11/20/23 @ 3pm",,,,,,,,
Transfer #6195,,SF-LA,,NOTE (Urgent?),Requested by,,,
1,F-11076A,1 PALLET (50 CASES),,,GC,,,
2,D-04020,1 PALLET (48 CASES),,,GC,,,
3,J-40152,20 cases,,Urgent,JD,,,
4,F-04211,140cs (2plt),,URGENT,SYS,,,
5,F-04212,140cs (2plt),,URGENT,SYS,,,
6,F-04130,5 pallets (50cs/plt),,Urgent,HL,,,
7,D-04032,"2 pallets (36 cases/pallet)
",,,GC,,,
8,D-04037,"2 pallets (36 cases/pallet)
",,,GC,,,
9,D-41986,"2 PALLETS(48 CASES/PALLET)
",,,GC,,,
10,Demo cups,3 cs (6000 each),,to XiuZhen,AWC,,,
11,POP Calendar,20 cs,,to XiuZhen,BP,,,
12,Credit card machine,1 set,,,EH,,,
13,P-HC-12B,680 each,,"#6192, 1 plt, ready to go",JD,,,
14,P-HC-12C,680 each,,#6192,JD,,,
15,P-HC-12L,680 each,,#6192,JD,,,
,,Total: 19 plts,,"Closed 11/20, pending Andy picking, picked up 11/22, ETA 11/24, delivered 11/24, #6195 submitted 11/24, #6192 submitted 11/27",,,,
,,,,,,,,
"Week 11/27/23, Cut Off: 11/27/23 @ 3pm",,,,,,,,
Transfer #6200,,SF-LA,,NOTE (Urgent?),Requested by,,,
1,J-56206,2 PLTS (72cs/plt)*,,07/01/2024,WYL,,,
2,J-56207,2 PLTS (72cs/plt)*,,07/01/2024,WYL,,,
3,J-56208,2 PLTS (72cs/plt)*,,07/01/2024,WYL,,,
4,#6196,6 plts,,Ginseng,Xiu Zhen,,,
5,K-83048,12 Cases*,,,VL,,,
6,T-31545,100 cases,,,HL,,,
7,D-03070,50 cases,,,HL,,,
8,A-61150,(60 cases) 1 Plt,,,VL,,,
9,T-32206,5 pallets (100cs/plt),,Urgent,HL,,,
10,D-04033,7  2 PALLETS (25cs/plt),,can go separate,GC,,,
11,D-04037,2 PALLETS (36cs/plt),,moved to wk 12/4,GC,,,
12,D-04061,3 PALLETS (36cs/plt),,,GC,,,
13,C-70121,1 PALLET  (45 CASES/PALLET),,moved to wk 12/4,GC,,,
,,Total: 24 plts,,"Closed 11/27, pending Andy picking, picked up 12/1, ETA 12/4, delivered 12/4, #6200 submitted 12/4, #6196 submitted 12/5",,,,
,,,,,,,,
"Week 12/4/23, Cut Off: 12/4/23 @ 3pm",,,,,,,,
Transfer #6208,,SF-LA,,NOTE (Urgent?),Requested by,,,
1,D-04030,2 PALLETS (48cs/plt?),,,GC,,,
2,Flyers,2 cs,,to Xiu Zhen,AWC,,,
3,D-04033,5 PALLETS (25cs/plt),,fr wk 11/27,GC,,,
4,D-04037,3 PALLETS (36cs/plt),,fr wk 11/27,GC,,,
5,C-70121,1 PALLET  (45 CASES/PALLET),,fr wk 11/27,GC,,,
6,F-04130,3 pallets (50cs/plt),,Urgent,HL,,,
7,A-61250,100cs,,,SYS,,,
8,D-04061,3 PALLETS (36cs/plt),,,GC,,,
9,A-61138,"1 PALLET (30 CASES/PALLET)
",,PO#38527  ARRIVED,GC,,,
10,C-70050,"1 PALLET (28 CASES/PALLET)
",,,GC,,,
11,Zess Sample,1 cs,,to Sales Team,JD,,,
,,Total: 22 plts,,"Closed 12/4, pending Andy picking, picked up 12/6, ETA 12/7, delivered 12/7, #6208 submitted 12/8",,,,
,,,,,,,,
"Week 12/11/23, Cut Off: 12/11/23 @ 3pm",,,,,,,,
Transfer #,,SF-LA,,NOTE (Urgent?),Requested by,,,
,#6216,,,,,,,
1,S-06011,1 PALLET (72cs/plt),,URGENT,GC,,,
2,D-04043,5 pallets (25 cases/pallet),,URGENT,GC,,,
3,F-04114,4plts (240cs/ plt),,URGENT,SYS,,,
4,F-04112,5plts (240cs/plt),,URGENT,SYS,,,
5,F-04117,5plts (240cs/plt),,urgent,SYS,,,
6,D-04037,2 PALLETS (36cs/plt),,ASAP,GC,,,
,,First transfer: 22 plts,,"Pending Andy picking, picked up 12/13, ETA 12/14, delivered 12/14, #6216 submitted 12/14",,,,
,#6217,,,,,,,
7,C-70121,1 PALLET (45 CASES/PALLET),,ASAP,GC,,,
8,D-04061,4 PALLETS (36cs/plt),,,GC,,,
9,D-04033,3 PALLETS (25 CASES/PALLET),,,GC,,,
10,D-03055N,1plt (125cases 132cs),,Lot#3112160,JD,,,
11,D-03071,50 cases ,,,HL,,,
12,F-50140,92cases 89 cs,,Urgent Lot#15254,JD,,,
,,Second transfer: 11 plts,,"Pending Andy picking, picked up 12/15, ETA 12/18, delivered 12/18, #6217 submitted 12/18",,,,
,,Total: 31 plts,,Closed 12/11,,,,
,,,,,,,,
"Week 12/18/23, Cut Off: 12/18/23 @ 3pm",,,,,,,,
Transfer #6230,,SF-LA,,NOTE (Urgent?),Requested by,,,
1,#6223,"1 plts, ready for go",,Ginseng & Packaging Materials,Xiu Zhen,,,
2,F-04002,4 pallets (70cs/plt),,Urgent,HL,,,
3,T-32206,5 pallets (64cs/plt),,Urgent,HL,,,
4,A-61012,3 PALLETS(30 CASES/PALLET),,ASAP,GC,,,
5,C-70050,1 PALLET(28 CASES/PALLET),,,GC,,,
6,C-70123,2 PALLETS(45 CASES/PALLET),,,GC,,,
7,C-70430 ,1 PALLET(45 CASES/PALLET),,,GC,,,
8,C-70530,1 PALLET (45 CASES/PALLET),,,GC,,,
9,D-04043,4 PALLETS (25 CASES/PALLET),,ASAP,GC,,,
,,Total:  23 plts,,"Closed 12/18, pending Andy picking, picked up 12/20, ETA 12/21, #6230 revised, delivered 12/21, #6230 & 6223 submitted 12/21",,,,
,,,,,,,,
"Week 12/25/23, Cut Off: 12/26/23 @ 12pm",,,,,,,,
Transfer #6240,,SF-LA,,NOTE (Urgent?),Requested by,,,
1,A-61012,3 PALLETS (30 CASES/PALLET),,,GC,,,
2,F-11178A,2 PALLETS (42cs/plt),,,GC,,,
3,D-04043,6 PALLETS (25 CASES/PALLET),,,GC,,,
4,C-70430 ,1 PALLET(45 CASES/PALLET),,deleted per GC,GC,,,
5,C-70530,1 PALLET (45 CASES/PALLET),,,GC,,,
6,D-04033,3 PALLETS (25 CASES/PALLET),,,GC,,,
7,F-04112,5 pallets (240cs/plt),,3 plts moved to wk 1/1,SYS,,,
8,Sample,1 cs,,to Winson,TX,,,
9,D-19206,1 PALLET,,,GC,,,
,,Total: 21 plts,,"Closed 12/26, pending Andy picking, picked up 12/29, ETA 1/2, delivered 1/2, #6240 submitted 1/3",,,,
,,,,,,,,
"Week 1/1/24, Cut Off: 1/2/24 @ 12pm",,,,,,,,
Transfer #6248,,SF-LA,,NOTE (Urgent?),Requested by,,,
1,F-04112,3 plt (240cs/plt),,fr wk 12/25,SYS,,,
2,#6241,5 pallets,,READY,SYS,,,
3,D-04036,1 PALLET (48cs/plt),,,GC,,,
4,D-04033,5 PALLETS (25 CASES/PALLET),,,GC,,,
5,D-04043,5 PALLETS (25 CASES/PALLET),,,GC,,,
6,D-04010,4  2 PALLETS  (48 CASES/PALLET),,2 plts moved to wk 1/8,GC,,,
7,C-70123,2 pallets (45 Cases/Pallet),,"overload, moved to wk 1/8",GC,,,
8,D-03055N,1 or 2 pallets,,,HL,,,
9,D-03073,30 cases ,,"overload, moved to wk 1/8",HL,,,
10,J-31034,140 cases,,"URGENT, PO#38552 delivered 1/2",WYL,,,
11,J-31035,60 cases,,"URGENT, PO#38552 delivered 1/2",WYL,,,
,,Total: 22 plts,,"Closed 1/2, pending Andy picking, picked up 1/5, ETA 1/8, delivered 1/8, #6248 submitted 1/8, #6241 submitted 1/9",,,,
,,,,,,,,
Transfer #6251,,SF-LA (Urgent Separate),,NOTE (Urgent?),Requested by,,,
10,J-31034,140 cases,,"URGENT, PO#38552 delivered 1/2",WYL,,,
11,J-31035,60 cases,,"URGENT, PO#38552 delivered 1/2",WYL,,,
,,None,,"Canceled per WYL, reuse #6251",,,,
,,,,,,,,
"Week 1/8/24, Cut Off: 1/8/24 @ 3pm",,,,,,,,
Transfer #6262,,SF-LA,,NOTE (Urgent?),Requested by,,,
1,A-61012,3 PALLETS (30 CASES/PALLET),,,GC,,,
2,#6251,"AC23RR, 10 plt",,,BP,,,
3,D-04010,2 PALLETS  (48 CASES/PALLET),,fr wk 1/1,GC,,,
4,C-70123,2 pallets (45 Cases/Pallet),,fr wk 1/1,GC,,,
5,D-03073,30 cases ,,fr wk 1/1,HL,,,
6,#6264,Pkg Materials (25cs),,,LY,,,
7,KLO polo shirt,14 cs,,to Xiu Zhen,AWC,,,
,,Total: 18 plts,,"Closed 1/8, pending Andy picking, picked up 1/10, ETA 1/11, delivered 1/11, #6262 submitted 1/11, #6251 & 6264 submitted 1/11",,,,
,,,,,,,,
"Week 1/15/24, Cut Off: 1/15/24 @ 3pm",,,,,,,,
Transfer #6276,,SF-LA,,NOTE (Urgent?),Requested by,,,
1,J-56206,3 PLTS (72cs/plt),,7/8/24 URGENT,WYL,,,
2,F-04002,2 pallets (70cs/plt),,Urgent,HL,,,
3,F-04114,2 Pallets (240cs/plt),,Urgent,HL,,,
4,#6277,15 cs,,Urgent,LY,,,
5,J-40032,4plts (28cs/plt),,BDD: 7/31/2025,SYS,,,
6,J-40136,5 plts (70cs/plt),,,SYS,,,
7,J-56001,2 PLTS (48cs/plt),,05/12/2024,WYL,,,
8,J-56003,2 PLTS (48cs/plt),,05/12/2024,WYL,,,
9,J-56005,2 PLTS (48cs/plt),,05/12/2024,WYL,,,
,,First load: 22 plts,,"Closed 1/15, pending Andy picking, picked up 1/17, ETA 1/18, delivered 1/18, #6276 submitted 1/18, #6277 submitted 1/22",,,,
Transfer #6278,,SF-LA,,NOTE (Urgent?),Requested by,,,
10,J-40136,3 plts (70cs/plt),,,SYS,,,
11,J-56007,2 PLTS (40cs/plt),,05/27/2024,WYL,,,
12,J-56008,2 PLTS (40cs/plt),,05/27/2024,WYL,,,
13,J-56203,2 PLTS (80cs/plt),,05/12/2024,WYL,,,
14,J-56204,2 PLTS (80cs/plt),,05/12/2024,WYL,,,
15,J-56207,2 PLTS (72cs/plt),,07/08/2024,WYL,,,
16,J-56208,2 PLTS (72cs/plt),,07/08/2024,WYL,,,
17,D-04043,5 PALLETS (25 cases/pallet),,,GC,,,
18,D-04037,2 PALLETS (36cs/plt),,,GC,,,
,,Second load: 22 plts,,"Closed 1/15, pending Andy picking, picked up 1/19, ETA 1/22, delivered 1/22, #6278 submitted 1/23",,,,
,,,,,,,,
"Week 1/22/24, Cut Off: 1/22/24 @ 3pm",,,,,,,,
Transfer #6284,,SF-LA,,NOTE (Urgent?),Requested by,,,
1,C-70113,1 PALLET (42cs/plt),,,GC,,,
2,D-04043,10 8 PALLETS (25 cases/pallet),,,GC,,,
3,J-40136,2 plts (70cs/plt),,fr wk 1/15,SYS,,,
4,D-14206,2 PALLETS (136cs/plt),,,GC,,,
5,D-17206,1/2 PALLET 68 CASES,,,GC,,,
6,D-18206,1 PALLET (136 CASES),,,GC,,,
7,D-18106,1/2 PALLET 68 CASES,,,GC,,,
8,D-19206,1 PALLET (136 CASES),,,GC,,,
9,T-42204,50 cases ,,Urgent,HL,,,
10,A-61030,40 cases,,,GC,,,
11,S-06012,20 CASES,,,GC,,,
12,T-32300,30 cases,,,HL,,,
13,Loacker samples,12 cs,,to Xiu Zhen,AWC,,,
14,P-RTKLO,"15,000 (150cs)
13,200 ea (132cs)",,to Xiu Zhen,AWC,,,
15,AG Poster,1 cs,,to Xiu Zhen,AWC,,,
,,Total: 22 plts,,"Closed 1/22, pending Andy picking, picked up 1/24, ETA 1/25, delivered 1/25, #6284 submitted 1/25, P-RTKLO (#6289) submitted 2/1",,,,
,,,,,,,,
"Week 1/29/24, Cut Off: 1/29/24 @ 3pm",,,,,,,,
Transfer #6293,,SF-LA,,NOTE (Urgent?),Requested by,,,
1,D-04043,2 PALLETS (25 cases/pallet),,fr wk 1/22,GC,,,
2,F-04112,4 plts (240cs/plt),,"Can go sepreate, 4 plts moved to wk 2/5",SYS,,,
3,P-RTKLO,"1,800 ea (18cs)*",,"fr wk 1/22, to Xiu Zhen",AWC,,,
4,F-04001,8 pallets (560cs),,,SYS,,,
5,D-03071,27 case ,,,HL,,,
6,D-04033,4 PALLETS (25 CASES/PALLET),,4 plts moved to wk 2/5,GC,,,
7,C-70123,"2 PALLETS (45 CASES/PALLET)
",,,GC,,,
8,C-70330,"1 PALLET (45 CASES/PALLET)
",,,GC,,,
9,D-18206,1 PALLET (136 CASES/PALLET),,,GC,,,
,,Total: 23 plts,,"Closed 1/29, pending Andy picking, picked up 2/2, ETA 2/5, delivered 2/5, #6293 submitted 2/5",,,,
,,,,,,,,
"Week 2/5/24, Cut Off: 2/5/24 @ 3pm",,,,,,,,
Transfer #6301,,SF-LA,,NOTE (Urgent?),Requested by,,,
1,F-04112,4 plts (240cs/plt),,fr wk 1/29,SYS,,,
2,D-04033,4 plts (25 CASES/PALLET),,fr wk 1/29,GC,,,
3,S-06011,1 PALLET (64 CASES/PALLET)*,,,GC,,,
4,D-04024,4 Pallets (36 cases/pallet),,NEW PRODUCT (PO#38789),GC,,,
5,J-40135N,1 PLT (60cs/plt)*,,EXP: 09/01/2024,WYL,,,
6,#6295,1 plt,,"AG & Pkg materials, ready",LY,,,
7,C-70330,2 PALLETS (45 CASES/PALLET),,,GC,,,
8,C-70430,1 PALLET (45 CASES/PALLET),,,GC,,,
9,D-14206,4 PALLETS (136 CASES/PALLET),,CAN TRANSFER 2 PALLETS FIRST IF NO SPACE,GC,,,
10,Back Support Belts,3 ea,,to Sun,PKT,,,
,,Total: 22 plts,,"Closed 2/5, pending Andy picking, picked up 2/7, ETA 2/8, delivered 2/8, #6301 & 6295 submitted 2/8",,,,
,,,,,,,,
"Week 2/12/24, Cut Off: 2/12/24 @ 3pm",,,,,,,,
Transfer #6315,,SF-LA,,NOTE (Urgent?),Requested by,,,
1,A-61239,8cs*,,,SYS,,,
2,D-03009,1PLT (150cs/plt)*,,date: 2/28/2027,SYS,,,
3,D-04032,2 PALLETS (36cs/plt),,,GC,,,
4,D-13106,1 PALLET (136cs/plt),,,GC,,,
5,D-18206,2 PALLETS (136cs/plt),,,GC,,,
6,D-14206,2 PALLETS (136cs/plt),,,GC,,,
7,D-02030,50 CASES*,,,GC,,,
8,F-11076A,20 CASES*,,,GC,,,
9,F-11148A,1 PALLET (40cs/plt)*,,,GC,,,
10,A-62030,5 CASES*,,,GC,,,
11,F-04001,3 pallets (70cs/plt),,Urgent,HL,,,
12,F-04002,3 pallets (70cs/plt),,Urgent,HL,,,
,,Total: 16 plts,,"Closed 2/12, pending Andy picking, picked up 2/14, ETA 2/15, delivered 2/15, #6315 submitted 2/15",,,,
,,,,,,,,
"Week 2/19/24, Cut Off: 2/20/24 @ 3pm",,,,,,,,
Transfer #6323,,SF-LA,,NOTE (Urgent?),Requested by,,,
1,C-70020,1 PALLET (42 cs/plt)*,,,GC,,,
2,C-70021,2 PALLETS (42 cs/plt),,,GC,,,
3,A-62030,50 CASES*,,,GC,,,
4,D-17206,50 CASES,,,GC,,,
5,A-61260N,2 pallets (48cs)*,,"urgent, lot 3122253, exp 2/28/29",SYS,,,
,,Total: 6 plts,,"Closed 2/20, pending Andy picking, picked up 2/22, ETA 2/23, delivered 2/23, C-70021 qty error, #6323 submitted 2/26",,,,
,,,,,,,,
"Week 2/26/24, Cut Off: 2/26/24 @ 3pm",,,,,,,,
Transfer #6332,,SF-LA,,NOTE (Urgent?),Requested by,,,
1,K-83048,1 Pallet (30 cs/plt)*,,can wait next week,VL,,,
2,D-17106,2 PALLETS (136cs/plt),,PO#38760 2/26 ARRIVED,GC,,,
3,D-03053,1 plts (132cs),,Urgent,JD,,,
,,Total: 4 plts,,"Closed 2/27, pending Andy picking, picked up 2/28, ETA 2/29, delivered 2/29, #6332 submitted 3/1",,,,
,,,,,,,,
"Week 3/4/24, Cut Off: 3/4/24 @ 3pm",,,,,,,,
Transfer #6335,,SF-LA,,NOTE (Urgent?),Requested by,,,
1,T-42208,20 cases*,,,HL,,,
2,D-04034,10 PALLETS (20 CS/PALLET),,NEW PRODUCT PO#38788 2/29 ARRIVED,GC,,,
3,D-04010,1 PALLET (48cs/plt),,,GC,,,
4,D-03012,150 100 cases*,,,HL,,,
5,D-04033,4 PALLETS (25 CS/PALLET)*,,,GC,,,
,,Total: 20 plts,,"Closed 3/4, pending Andy picking, picked up 3/6, ETA 3/7, delivered 3/7, D-03012 delivered 150 cs, #6335 submitted 3/7",,,,
,,,,,,,,
"Week 3/11/24, Cut Off: 3/11/24 @ 3pm",,,,,,,,
Transfer #6347,,SF-LA,,NOTE (Urgent?),Requested by,,,
1,F-00502,17cs*,,urgent,JD,,,
2,F-00504,17cs*,,urgent,JD,,,
3,F-00560,100cs,,urgent,JD,,,
4,F-00564,50cs,,urgent,JD,,,
5,F-00574,150cs,,urgent,JD,,,
6,F-00575,100cs,,urgent,JD,,,
7,F-04001,6 pallets (80 cs/plt),,Urgent,HL,,,
8,M-41066,2 Pallets (133 cs/pallet)*,,,VL,,,
9,F-04112,5 pallets (240cs/plt)(master 40cs/plt),,Urgent,HL,,,
10,F-04002,4 pallets (80 cs/plt),,Urgent,HL,,,
11,D-04024,1 pallet (36 cs/pallet)*,,,GC,,,
12,P-SPTIS,10cs*,,,IC,,,
13,A-61235T,10cs*,,,SYS,,,
14,D-04043,3 PALLETS (25 CS/PALLET),,wait week 3/18,GC,,,
15,C-70121,"2 PALLETS (45 CS/PALLET)
PO#38693 (3/8 ARRIVED) ",,,GC,,,
16,D-15106 ,"2 PALLETS (136 CS/PALLET)
",,wait week 3/18,GC,,,
17,D-17106,2 PALLETS (136 CS/PALLET),,wait week 3/18,GC,,,
,,Total: 23 plts (full load),,"Closed 3/11, pending Andy picking, picked up 3/15, ETA 3/18, delivered 3/18, #6347 submitted 3/18",,,,
,,,,,,,,
"Week 3/18/24, Cut Off: 3/18/24 @ 3pm",,,,,,,,
Transfer #6353,,SF-LA,,NOTE (Urgent?),Requested by,,,
1,D-04034,6 PALLETS (25 CS/PALLET)*,,NEW PRODUCT,GC,,,
2,F-04001,1plt (80cs/plt),,,SYS,,,
3,F-04112,10 6 pallets (240cs/plt),,can go separate,SYS,,,
4,D-04043,3 PALLETS (25 CS/PALLET)*,,fr wk 3/11,GC,,,
5,D-15106 ,"2 PALLETS (136 CS/PALLET)*
",,fr wk 3/11,GC,,,
6,D-17106,2 PALLETS (136 CS/PALLET)*,,fr wk 3/11,GC,,,
7,#6352,15cs,,,Waiwai,,,
8,C-70214,5 cases*,,,GC,,,
9,A-61012,2 pallets (30 cases/pallet)*,,,GC,,,
,,Total: 22 plts,,"Closed 3/18, pending Andy picking, picked up 3/20, ETA 3/21, delivered 3/21, #6352 & 6353 submitted 3/21",,,,
,,,,,,,,
"Week 3/25/24, Cut Off: 3/25/24 @ 3pm",,,,,,,,
Transfer #6359,,SF-LA,,NOTE (Urgent?),Requested by,,,
1,F-04112,4 pallets (240 cs/plt),,fr wk 3/18,SYS,,,
2,M-41061,3 pallets (133 cs/plt),,,VL,,,
3,D-13220N,30 CASES*,,,GC,,,
4,D-15220N,20 CASES,,,GC,,,
5,J-40135N,2 PLT (60cs/plt)*,,BBD:09012024,WYL,,,
6,D-04020,1 pallet (48cs/plt)*,,,GC,,,
7,Ginger Flyer & Seirogan Poster,1 cs,,to Xiu Zhen,AWC,,,
8,D-03053,2 pallets (250cases) (132cs/plt),,Urgent,JD,,,
,,Total: 13 plts,,"Closed 3/25, pending Andy picking, picked up 3/27, ETA 3/28, delivered 3/28, #6359 submitted 3/28",,,,
,,,,,,,,
"Week 4/1/24, Cut Off: 4/1/24 @ 3pm",,,,,,,,
Transfer #6367,,SF-LA,,NOTE (Urgent?),Requested by,,,
1,D-03054,1plt (125cs)*,,Urgent Lot#2040612,JD,,,
2,D-03063,40cs*,,Urgent Lot#1018952,JD,,,
3,D-03064,80cs*,,Urgent Lot#1110149,JD,,,
4,D-04011,8 9 pallets (20 cases/pallet),,,GC,,,
5,D-14206,2 pallets (136 cases/pallet),,,GC,,,
6,D-17106,4 2 pallets (136 cases/pallet)*,,,GC,,,
7,D-18106,60 cases 57cs?,,,GC,,,
8,F-11078,20 cases*,,,GC,,,
9,Transfer#,about 2 pallets,,"PKGM - packing, wait wk 4/8",SYS,,,
10,F-04001,4 pallets (70 cs/plt),,Urgent,HL,,,
11,F-04002,4 pallets (70 cs/plt),,Urgent,HL,,,
,,Total: 24 plts,,"Closed 4/1, pending Andy picking, picked up 4/3, ETA 4/4, delivered 4/4, only received 57 cs D-18108, #6367 submitted 4/4",,,,
,,,,,,,,
"Week 4/8/24, Cut Off: 4/8/24 @ 3pm",,,,,,,,
Transfer #6379,,SF-LA,,NOTE (Urgent?),Requested by,,,
1,D-17106,2 pallets (136 cases/pallet),,fr wk 4/1,GC,,,
2,#6374,5 pallets*,,PKGM - ready,SYS,,,
3,D-04061,3 PALLETS (36 CASES/PALLET),,,GC,,,
4,C-70050,3 PALLETS (28cs/plt),,* CAN PARTIAL TRANSFER,GC,,,
5,C-70052,5 PALLETS (35cs/plt),,* CAN PARTIAL TRANSFER,GC,,,
6,J-40132,25cs*,,,SYS,,,
7,F-11078,30 CASES*,,,GC,,,
8,F-11148A,20 CASES*,,,GC,,,
9,F-04001,5 2 pallets (70cs/ plt) ,,Must go at least 2 pallets,SYS,,,
10,F-04002,5 2 pallets (70cs/ plt),,Must go at least 2 pallets,SYS,,,
,,Total: 24 plts,,"Closed 4/8, pending Andy picking, picked up 4/10, ETA 4/11, delivered 4/11, #6379 & 6374 submitted 4/11",,,,
,,,,,,,,
"Week 4/15/24, Cut Off: 4/15/24 @ 3pm",,,,,,,,
Transfer #6393,,SF-LA,,NOTE (Urgent?),Requested by,,,
1,F-04001,3 pallets (70cs/ plt) ,,fr wk 4/8,SYS,,,
2,F-04002,3 pallets (70cs/ plt),,fr wk 4/8,SYS,,,
3,D-14106,2 PALLETS (136 CASES/PALLET)*,,,GC,,,
4,C-70730,20 CASES*,,,GC,,,
5,D-14206,1 PALLET (136 CASES/PALLET)*,,,GC,,,
6,,1 case of Burlington labels,,,HL,,,
,,Total: 10 plts,,"Closed 4/15, pending Andy picking, picked up 4/17, ETA 4/18, delivered 4/18, #6393 submitted 4/18",,,,
,,,,,,,,
"Week 4/22/24, Cut Off: 4/22/24 @ 3pm",,,,,,,,
Transfer #6409,,SF-LA,,NOTE (Urgent?),Requested by,Date Shipped,,
1,#6410,50cs*,,AC-B6SLJ,Vivi,,,
2,S-06011,2 PALLETS (72cs/plt)*,,,GC,,,
3,D-03052,2 pallets (132cs/plt)*,,Lot#4010043,JD,,,
4,D-03053,2 pallets (132cs/plt)*,,Lot#4010042,JD,,,
5,D-03056,40 cases*,,,JD,,,
6,D-03061,40 cases*,,Lot#0088476,JD,,,
7,,1 case of labels to Mr. Sun,,,HL,,,
,,Total: 7 plts,,"Closed 4/22, pending Andy picking, picked up 4/26, ETA 4/29, delivered 4/29, #6409 # 6410 submitted 4/29",,04/26/2024,,
,,,,,,,,
"Week 4/29/24, Cut Off: 4/29/24 @ 3pm",,,,,,,,
Transfer #6414,,SF-LA,"Lot#, Exp Date",NOTE (Urgent?),Requested by,Date Shipped,,
1,D-04024,1 PALLET (36 CASES/PALLET),,moved to wk 5/6,GC,,,
2,F-04007,280 (4plt),"07232025, 7/23/2025
",,SYS,,,
3,D-13020N,12 CASES,,,GC,,,
4,D-18106,40 CASES,,,GC,,,
5,F-04076,2 pallets (112cs/plt)*,07252025; 7/25/2025,Urgent,HL,,,
6,F-04001,6 pallets (420cs)*,10172025; 10/17/25,Urgent,HL,,,
7,F-04002,6 pallets (420cs)*,07042025; 7/4/2025,,HL,,,
8,F-76010,4 Pallets (60 cases/plt)*," **pick lot# L268TEV, exp 9/25/2025",,VL,,,
9,D-60013,34 CASES,,42 CASES/PALLET,GC,,,
10,D-60021,3 CASES,,,GC,,,
11,D-60023,5 CASES,,,GC,,,
12,D-03001A,1 PALLET (150cs/plt)*,"3031547, exp 8/30/28",,GC,,,
13,D-03002A,1 PALLET (150cs/plt)*,"3031546, exp 4/30/29",,GC,,,
,,Total: 24 plts,,"Closed 4/29, pending Andy picking, picked up 5/1, ETA 5/2, delivered 5/2, #6414 submitted 5/2",,05/01/2024,,
,,,,,,,,
"Week 5/6/24, Cut Off: 5/6/24 @ 3pm",,,,,,,,
Transfer #6426,,SF-LA,"Lot#, Exp Date",NOTE (Urgent?),Requested by,Date Shipped,,
1,D-04024,1 PALLET (36 CASES/PALLET),,fr wk 4/29,GC,,,
2,C-70430,3 PALLETS (45 CASES/PALLET),,,GC,,,
3,C-70021,2 PALLETS (42 CASES/PALLET),,,GC,,,
4,C-70214,1 PALLET (35 CASES/PALLET),,,GC,,,
5,M-41066,2 Pallets (133 cases/pallet)*,,,VL,,,
6,M-41062,180 cases*,,,VL,,,
7,J-40135N,3pallets (210cs)*,09/01/2024,,SYS,,,
8,D-15106,1 PALLET (136cs/plt),,,GC,,,
9,D-17106,1 PALLET (136cs/plt)*,,,GC,,,
,,Total: 15 plts,,"Closed 5/6, pending Andy picking, picked up 5/8, ETA 5/9, delivered 5/9, #6426 submitted 5/9",,05/08/2024,,
,,,,,,,,
